Ad_ID,Campaign_Name,Clicks,Impressions,"Cost,$",Leads,Conversions,Conversion Rate,"Sale_Amount,$",Ad_Date,Location,Device,Keyword
A3048,Corse,174.0,5864.0,190.45,26.0,5.0,2.8735632183908044,1508.0,2024-11-27,Rostow-am-Don,mobile,data anaytics training
A3049,Corse,168.0,5114.0,186.75,10.0,3.0,1.7857142857142856,1530.0,2024-11-18,Rostow-am-Don,desktop,online data analytic
A3050,Corse,117.0,5658.0,191.48,13.0,3.0,2.564102564102564,1779.0,2024-11-25,Rostow-am-Don,mobile,learn data analytics
A3051,Corse,187.0,4876.0,192.2,16.0,5.0,2.6737967914438503,1396.0,2024-11-09,Rostow-am-Don,tablet,analytics for data
A3054,Corse,112.0,5143.0,242.96,18.0,3.0,2.6785714285714284,1029.0,2024-11-07,Rostow-am-Don,mobile,data anaytics training
A3057,Corse,167.0,3366.0,213.02,28.0,4.0,2.3952095808383236,1159.0,2024-11-14,Rostow-am-Don,mobile,data analytics course
A3058,Corse,165.0,5228.0,199.73,27.0,3.0,1.8181818181818181,1829.0,2024-11-05,Rostow-am-Don,mobile,analytics for data
A3059,Corse,108.0,4266.0,220.02,24.0,5.0,4.62962962962963,1282.0,2024-11-23,Rostow-am-Don,mobile,data anaytics training
A3060,Corse,182.0,5102.0,226.22,16.0,10.0,5.4945054945054945,1600.0,2024-11-07,Rostow-am-Don,mobile,data analytics course
A3061,Corse,91.0,3787.0,226.17,26.0,8.0,8.791208791208792,1493.0,2024-11-10,Rostow-am-Don,tablet,data analytics course
A3062,Corse,194.0,4598.0,233.86,25.0,4.0,2.0618556701030926,1565.0,2024-11-05,Rostow-am-Don,tablet,data analitics online
A3063,Corse,189.0,5404.0,218.41,17.0,10.0,5.291005291005291,1418.0,2024-11-24,Rostow-am-Don,mobile,learn data analytics
A3064,Corse,85.0,4432.0,214.79,22.0,7.0,8.235294117647058,1262.0,2024-11-23,Rostow-am-Don,tablet,data analitics online
A3065,Corse,162.0,4016.0,224.48,28.0,10.0,6.172839506172839,1060.0,2024-11-19,Rostow-am-Don,mobile,data anaytics training
A3067,Corse,88.0,5093.0,222.28,13.0,9.0,10.227272727272728,1185.0,2024-11-09,Rostow-am-Don,desktop,online data analytic
A3068,Corse,121.0,5092.0,219.15,21.0,6.0,4.958677685950414,1864.0,2024-11-04,Rostow-am-Don,desktop,analytics for data
A3069,Corse,81.0,3015.0,218.69,10.0,7.0,8.641975308641975,1550.0,2024-11-27,Rostow-am-Don,desktop,learn data analytics
A3070,Corse,125.0,3745.0,206.93,24.0,3.0,2.4,1619.0,2024-11-08,Rostow-am-Don,tablet,data analytics course
A3071,Corse,188.0,5046.0,202.52,18.0,10.0,5.319148936170213,1625.0,2024-11-05,Rostow-am-Don,tablet,online data analytic
A3072,Corse,99.0,4032.0,186.45,19.0,5.0,5.05050505050505,1074.0,2024-11-03,Rostow-am-Don,desktop,data analytics course
A3074,Corse,105.0,4968.0,188.38,14.0,5.0,4.761904761904762,1135.0,2024-11-21,Rostow-am-Don,tablet,learn data analytics
A3075,Corse,173.0,5872.0,190.3,24.0,5.0,2.8901734104046244,1953.0,2024-11-26,Rostow-am-Don,tablet,data analitics online
A3077,Corse,143.0,3109.0,246.92,22.0,5.0,3.4965034965034967,1589.0,2024-11-13,Rostow-am-Don,tablet,learn data analytics
A3078,Corse,124.0,5415.0,217.55,,4.0,3.225806451612903,1258.0,2024-11-27,Rostow-am-Don,desktop,data analitics online
A3079,Corse,154.0,5633.0,245.95,29.0,7.0,4.545454545454546,1604.0,2024-11-03,Rostow-am-Don,tablet,learn data analytics
A3080,Corse,85.0,5402.0,191.95,18.0,7.0,8.235294117647058,1002.0,2024-11-26,Rostow-am-Don,desktop,data anaytics training
A3081,Corse,167.0,4059.0,209.18,17.0,4.0,2.3952095808383236,1742.0,2024-11-16,Rostow-am-Don,tablet,learn data analytics
A3082,Corse,139.0,3172.0,227.83,20.0,10.0,7.194244604316546,1130.0,2024-11-28,Rostow-am-Don,tablet,analytics for data
A3083,Corse,193.0,5716.0,224.53,19.0,9.0,4.66321243523316,1167.0,2024-11-13,Rostow-am-Don,desktop,online data analytic
A3084,Corse,127.0,4816.0,245.25,23.0,3.0,2.3622047244094486,1985.0,2024-11-07,Rostow-am-Don,tablet,learn data analytics
A3085,Corse,80.0,3742.0,247.16,,10.0,12.5,1686.0,2024-11-08,Rostow-am-Don,tablet,analytics for data
A3086,Corse,174.0,4469.0,215.98,14.0,8.0,4.597701149425287,1619.0,2024-11-07,Rostow-am-Don,desktop,online data analytic
A3087,Corse,127.0,3454.0,209.19,19.0,10.0,7.874015748031496,1937.0,2024-11-05,Rostow-am-Don,desktop,data anaytics training
A3088,Corse,151.0,3702.0,245.02,22.0,9.0,5.960264900662252,1983.0,2024-11-04,Rostow-am-Don,tablet,learn data analytics
A3089,Corse,113.0,4258.0,232.25,16.0,10.0,8.849557522123893,1374.0,2024-11-24,Rostow-am-Don,mobile,online data analytic
A3090,Corse,159.0,4047.0,205.62,24.0,3.0,1.8867924528301887,1177.0,2024-11-09,Rostow-am-Don,tablet,analytics for data
A3091,Corse,197.0,3319.0,215.83,26.0,10.0,5.0761421319796955,1342.0,2024-11-18,Rostow-am-Don,desktop,analytics for data
A3092,Corse,106.0,5661.0,181.96,17.0,3.0,2.8301886792452833,1250.0,2024-11-11,Rostow-am-Don,desktop,data analitics online
A3093,Corse,143.0,4914.0,222.69,12.0,7.0,4.895104895104895,1280.0,2024-11-12,Rostow-am-Don,desktop,analytics for data
A3094,Corse,111.0,5382.0,219.59,29.0,5.0,4.504504504504505,1464.0,2024-11-25,Rostow-am-Don,desktop,analytics for data
A3096,Corse,98.0,3967.0,214.51,12.0,5.0,5.1020408163265305,1180.0,2024-11-08,Rostow-am-Don,desktop,analytics for data
A3097,Corse,109.0,3089.0,190.0,,7.0,6.422018348623854,1779.0,2024-11-01,Rostow-am-Don,tablet,data analitics online
A3098,Corse,168.0,3219.0,193.16,12.0,7.0,4.166666666666666,1395.0,2024-11-23,Rostow-am-Don,mobile,online data analytic
A3101,Corse,173.0,5270.0,233.33,11.0,7.0,4.046242774566474,1783.0,2024-11-16,Rostow-am-Don,desktop,analytics for data
A3102,Corse,184.0,3239.0,221.33,25.0,10.0,5.434782608695652,1557.0,2024-11-04,Rostow-am-Don,desktop,online data analytic
A3103,Corse,174.0,4054.0,201.25,15.0,7.0,4.022988505747127,1514.0,2024-11-23,Rostow-am-Don,mobile,learn data analytics
A3104,Corse,196.0,5448.0,232.55,30.0,8.0,4.081632653061225,1694.0,2024-11-14,Rostow-am-Don,desktop,learn data analytics
A3106,Corse,97.0,3937.0,197.37,14.0,10.0,10.309278350515463,1160.0,2024-11-22,Rostow-am-Don,tablet,learn data analytics
A3107,Corse,128.0,4175.0,200.11,12.0,10.0,7.8125,1599.0,2024-11-20,Rostow-am-Don,desktop,data analitics online
A3108,Corse,143.0,5780.0,237.51,24.0,4.0,2.797202797202797,1440.0,2024-11-15,Rostow-am-Don,mobile,data analitics online
A3111,Corse,189.0,3226.0,236.68,14.0,6.0,3.1746031746031744,1364.0,2024-11-06,Rostow-am-Don,tablet,analytics for data
A3112,Corse,165.0,4978.0,180.25,12.0,4.0,2.4242424242424243,1123.0,2024-11-14,Rostow-am-Don,tablet,online data analytic
A3113,Corse,172.0,5041.0,189.31,22.0,10.0,5.813953488372093,1645.0,2024-11-07,Rostow-am-Don,mobile,data anaytics training
A3114,Corse,183.0,4124.0,186.66,24.0,6.0,3.278688524590164,1183.0,2024-11-28,Rostow-am-Don,tablet,data analytics course
A3115,Corse,196.0,3143.0,238.22,28.0,7.0,3.571428571428571,1234.0,2024-11-08,Rostow-am-Don,mobile,data analitics online
A3116,Corse,98.0,4505.0,209.36,27.0,5.0,5.1020408163265305,1186.0,2024-11-29,Rostow-am-Don,tablet,learn data analytics
A3117,Corse,158.0,3736.0,226.99,11.0,8.0,5.063291139240507,1606.0,2024-11-29,Rostow-am-Don,tablet,data anaytics training
A3118,Corse,104.0,5949.0,216.6,28.0,4.0,3.8461538461538463,1102.0,2024-11-10,Rostow-am-Don,mobile,analytics for data
A3119,Corse,84.0,4625.0,226.02,13.0,5.0,5.952380952380952,1969.0,2024-11-14,Rostow-am-Don,desktop,online data analytic
A3120,Corse,128.0,5022.0,188.96,26.0,6.0,4.6875,1108.0,2024-11-02,Rostow-am-Don,mobile,data anaytics training
A3121,Corse,99.0,5483.0,180.04,,5.0,5.05050505050505,1687.0,2024-11-04,Rostow-am-Don,desktop,analytics for data
A3122,Corse,107.0,5491.0,217.98,17.0,10.0,9.345794392523365,1480.0,2024-11-11,Rostow-am-Don,mobile,online data analytic
A3123,Corse,86.0,4078.0,208.92,26.0,3.0,3.488372093023256,1698.0,2024-11-06,Rostow-am-Don,mobile,data analytics course
A3125,Corse,88.0,3708.0,225.76,10.0,5.0,5.681818181818182,1667.0,2024-11-12,Rostow-am-Don,tablet,data anaytics training
A3126,Corse,141.0,5314.0,184.34,29.0,10.0,7.092198581560284,1271.0,2024-11-19,Rostow-am-Don,mobile,online data analytic
A3127,Corse,193.0,3566.0,212.73,19.0,7.0,3.6269430051813467,1311.0,2024-11-04,Rostow-am-Don,desktop,data analitics online
A3128,Corse,185.0,4839.0,193.99,26.0,6.0,3.2432432432432434,1492.0,2024-11-04,Rostow-am-Don,desktop,data anaytics training
A3130,Corse,147.0,4371.0,243.04,26.0,9.0,6.122448979591836,1776.0,2024-11-18,Rostow-am-Don,desktop,online data analytic
A3131,Corse,197.0,5697.0,243.72,13.0,3.0,1.5228426395939088,1154.0,2024-11-06,Rostow-am-Don,mobile,learn data analytics
A3132,Corse,81.0,3096.0,228.47,22.0,3.0,3.7037037037037033,1386.0,2024-11-22,Rostow-am-Don,tablet,analytics for data
A3133,Corse,198.0,4163.0,218.64,11.0,6.0,3.0303030303030303,1904.0,2024-11-30,Rostow-am-Don,tablet,learn data analytics
A3134,Corse,155.0,5150.0,224.6,24.0,7.0,4.516129032258064,1146.0,2024-11-04,Rostow-am-Don,tablet,data analytics course
A3135,Corse,181.0,3948.0,223.51,17.0,4.0,2.209944751381215,1075.0,2024-11-10,Rostow-am-Don,mobile,analytics for data
A3136,Corse,108.0,3126.0,248.94,12.0,3.0,2.7777777777777777,1942.0,2024-11-16,Rostow-am-Don,tablet,analytics for data
A3137,Corse,114.0,5551.0,195.44,30.0,5.0,4.385964912280701,1255.0,2024-11-15,Rostow-am-Don,tablet,analytics for data
A3138,Corse,146.0,5712.0,221.73,26.0,5.0,3.4246575342465753,1201.0,2024-11-12,Rostow-am-Don,mobile,analytics for data
A3139,Corse,89.0,4175.0,194.22,11.0,3.0,3.3707865168539324,1370.0,2024-11-22,Rostow-am-Don,desktop,data anaytics training
A3141,Corse,98.0,5728.0,230.52,14.0,10.0,10.204081632653061,1322.0,2024-11-07,Rostow-am-Don,mobile,data anaytics training
A3142,Corse,87.0,3161.0,244.49,24.0,8.0,9.195402298850574,1161.0,2024-11-06,Rostow-am-Don,tablet,data analitics online
A3143,Corse,146.0,4773.0,248.27,30.0,6.0,4.10958904109589,1304.0,2024-11-01,Rostow-am-Don,tablet,online data analytic
A3145,Corse,122.0,5600.0,223.06,12.0,3.0,2.459016393442623,1061.0,2024-11-18,Rostow-am-Don,tablet,learn data analytics
A3146,Corse,153.0,4218.0,228.36,16.0,7.0,4.57516339869281,1178.0,2024-11-03,Rostow-am-Don,mobile,data analitics online
A3147,Corse,108.0,3358.0,184.1,28.0,4.0,3.7037037037037033,1888.0,2024-11-16,Rostow-am-Don,desktop,analytics for data
A3148,Corse,147.0,3021.0,200.17,20.0,4.0,2.7210884353741496,1718.0,2024-11-18,Rostow-am-Don,mobile,analytics for data
A3149,Corse,121.0,4477.0,224.77,28.0,10.0,8.264462809917356,1604.0,2024-11-17,Rostow-am-Don,tablet,data analitics online
A3150,Corse,112.0,4073.0,180.24,30.0,4.0,3.571428571428571,1628.0,2024-11-12,Rostow-am-Don,tablet,data anaytics training
A3151,Corse,127.0,5172.0,204.19,10.0,4.0,3.149606299212598,1183.0,2024-11-20,Rostow-am-Don,mobile,data analitics online
A3152,Corse,192.0,5896.0,201.18,30.0,9.0,4.6875,1589.0,2024-11-30,Rostow-am-Don,desktop,data analytics course
A3153,Corse,174.0,3427.0,223.77,20.0,7.0,4.022988505747127,1293.0,2024-11-15,Rostow-am-Don,desktop,analytics for data
A3154,Corse,166.0,4176.0,243.1,16.0,9.0,5.421686746987952,1147.0,2024-11-24,Rostow-am-Don,desktop,learn data analytics
A3155,Corse,98.0,5835.0,232.82,19.0,6.0,6.122448979591836,1989.0,2024-11-02,Rostow-am-Don,mobile,data analitics online
A3156,Corse,191.0,5438.0,244.1,19.0,5.0,2.6178010471204187,1203.0,2024-11-08,Rostow-am-Don,tablet,learn data analytics
A3157,Corse,89.0,4936.0,199.91,16.0,4.0,4.49438202247191,1543.0,2024-11-14,Rostow-am-Don,desktop,data analytics course
A3159,Corse,91.0,5509.0,186.22,29.0,5.0,5.4945054945054945,1928.0,2024-11-02,Rostow-am-Don,mobile,learn data analytics
A3160,Corse,114.0,5748.0,184.76,16.0,8.0,7.017543859649122,1490.0,2024-11-21,Rostow-am-Don,desktop,data analitics online
A3161,Corse,80.0,5155.0,217.3,28.0,5.0,6.25,1316.0,2024-11-12,Rostow-am-Don,tablet,data analytics course
A3162,Corse,127.0,4537.0,247.11,17.0,7.0,5.511811023622047,1451.0,2024-11-18,Rostow-am-Don,tablet,analytics for data
A3163,Corse,84.0,5468.0,227.36,13.0,4.0,4.761904761904762,1228.0,2024-11-26,Rostow-am-Don,tablet,data analytics course
A3164,Corse,182.0,4390.0,239.33,11.0,7.0,3.8461538461538463,1799.0,2024-11-27,Rostow-am-Don,tablet,data anaytics training
A3165,Corse,105.0,5883.0,180.07,20.0,4.0,3.8095238095238098,1586.0,2024-11-05,Rostow-am-Don,mobile,data analytics course
A3166,Corse,162.0,3120.0,245.58,30.0,6.0,3.7037037037037033,1952.0,2024-11-06,Rostow-am-Don,mobile,data anaytics training
A3167,Corse,118.0,4377.0,219.81,21.0,4.0,3.389830508474576,1290.0,2024-11-14,Rostow-am-Don,desktop,analytics for data
A3168,Corse,131.0,5719.0,183.69,12.0,7.0,5.343511450381679,1555.0,2024-11-23,Rostow-am-Don,mobile,data anaytics training
A3169,Corse,116.0,4250.0,186.34,12.0,3.0,2.586206896551724,1043.0,2024-11-30,Rostow-am-Don,desktop,analytics for data
A3170,Corse,80.0,5648.0,239.26,10.0,6.0,7.5,1005.0,2024-11-20,Rostow-am-Don,mobile,data analytics course
A3171,Corse,81.0,3394.0,187.24,12.0,6.0,7.4074074074074066,1227.0,2024-11-12,Rostow-am-Don,tablet,data analytics course
A3172,Corse,189.0,5117.0,197.9,20.0,8.0,4.232804232804233,1710.0,2024-11-28,Rostow-am-Don,mobile,analytics for data
A3173,Corse,128.0,3861.0,232.11,30.0,10.0,7.8125,1636.0,2024-11-18,Rostow-am-Don,tablet,data analytics course
A3174,Corse,182.0,3303.0,238.4,17.0,4.0,2.197802197802198,1695.0,2024-11-05,Rostow-am-Don,desktop,data analitics online
A3176,Corse,137.0,3720.0,237.22,24.0,5.0,3.64963503649635,1811.0,2024-11-10,Rostow-am-Don,mobile,online data analytic
A3177,Corse,106.0,5789.0,183.62,19.0,3.0,2.8301886792452833,1838.0,2024-11-16,Rostow-am-Don,desktop,data analitics online
A3178,Corse,102.0,5113.0,206.65,27.0,6.0,5.88235294117647,1466.0,2024-11-19,Rostow-am-Don,mobile,data analytics course
A3179,Corse,155.0,3234.0,204.47,12.0,4.0,2.5806451612903225,1401.0,2024-11-16,Rostow-am-Don,desktop,learn data analytics
A3180,Corse,85.0,3088.0,234.24,24.0,4.0,4.705882352941177,1210.0,2024-11-07,Rostow-am-Don,tablet,analytics for data
A3181,Corse,126.0,5114.0,233.27,30.0,5.0,3.968253968253968,1197.0,2024-11-15,Rostow-am-Don,tablet,data analitics online
A3182,Corse,96.0,5070.0,210.63,27.0,10.0,10.416666666666668,1653.0,2024-11-18,Rostow-am-Don,tablet,online data analytic
A3183,Corse,128.0,4445.0,200.52,14.0,4.0,3.125,1861.0,2024-11-05,Rostow-am-Don,tablet,learn data analytics
A3184,Corse,151.0,3656.0,199.96,26.0,7.0,4.635761589403973,1566.0,2024-11-17,Rostow-am-Don,desktop,online data analytic
A3185,Corse,95.0,3583.0,223.37,22.0,9.0,9.473684210526317,1821.0,2024-11-29,Rostow-am-Don,desktop,online data analytic
A3186,Corse,193.0,4790.0,247.69,23.0,5.0,2.5906735751295336,1687.0,2024-11-24,Rostow-am-Don,mobile,data analitics online
A3187,Corse,90.0,3235.0,211.4,29.0,10.0,11.11111111111111,1290.0,2024-11-19,Rostow-am-Don,tablet,analytics for data
A3188,Corse,175.0,3832.0,245.61,27.0,5.0,2.857142857142857,1388.0,2024-11-26,Rostow-am-Don,desktop,data analitics online
A3189,Corse,153.0,4261.0,230.25,27.0,7.0,4.57516339869281,1027.0,2024-11-05,Rostow-am-Don,desktop,analytics for data
A3190,Corse,103.0,4796.0,180.64,26.0,7.0,6.796116504854369,1102.0,2024-11-03,Rostow-am-Don,mobile,data anaytics training
A3191,Corse,102.0,5229.0,208.55,30.0,5.0,4.901960784313726,1065.0,2024-11-15,Rostow-am-Don,mobile,analytics for data
A3193,Corse,96.0,4851.0,229.12,27.0,6.0,6.25,1271.0,2024-11-03,Rostow-am-Don,tablet,data anaytics training
A3195,Corse,170.0,5404.0,218.24,24.0,5.0,2.941176470588235,1818.0,2024-11-29,Rostow-am-Don,desktop,data analitics online
A3196,Corse,145.0,3068.0,237.7,24.0,7.0,4.827586206896552,1494.0,2024-11-19,Rostow-am-Don,mobile,data analytics course
A3197,Corse,148.0,5877.0,213.84,25.0,8.0,5.405405405405405,1371.0,2024-11-18,Rostow-am-Don,desktop,learn data analytics
A3198,Corse,141.0,4188.0,228.12,16.0,9.0,6.382978723404255,1204.0,2024-11-30,Rostow-am-Don,desktop,data analitics online
A3200,Corse,140.0,4677.0,223.74,20.0,9.0,6.428571428571428,1610.0,2024-11-04,Rostow-am-Don,mobile,learn data analytics
A3202,Corse,105.0,3548.0,216.8,30.0,7.0,6.666666666666667,1663.0,2024-11-14,Rostow-am-Don,tablet,learn data analytics
A3204,Corse,128.0,4662.0,187.28,23.0,9.0,7.03125,1710.0,2024-11-13,Rostow-am-Don,desktop,data anaytics training
A3205,Corse,120.0,4453.0,240.34,23.0,8.0,6.666666666666667,1452.0,2024-11-26,Rostow-am-Don,tablet,online data analytic
A3206,Corse,163.0,5052.0,234.73,24.0,6.0,3.6809815950920246,1848.0,2024-11-17,Rostow-am-Don,mobile,online data analytic
A3207,Corse,94.0,4457.0,246.18,14.0,6.0,6.382978723404255,1492.0,2024-11-15,Rostow-am-Don,tablet,data analitics online
A3209,Corse,146.0,4474.0,190.94,18.0,10.0,6.8493150684931505,1872.0,2024-11-07,Rostow-am-Don,tablet,data analitics online
A3210,Corse,193.0,5129.0,243.78,13.0,10.0,5.181347150259067,1583.0,2024-11-06,Rostow-am-Don,tablet,data analytics course
A3211,Corse,96.0,5210.0,223.05,10.0,8.0,8.333333333333332,1483.0,2024-11-29,Rostow-am-Don,tablet,online data analytic
A3212,Corse,150.0,3456.0,242.22,16.0,7.0,4.666666666666667,1215.0,2024-11-02,Rostow-am-Don,desktop,data anaytics training
A3213,Corse,130.0,4109.0,207.1,19.0,6.0,4.615384615384616,1521.0,2024-11-16,Rostow-am-Don,mobile,learn data analytics
A3214,Corse,99.0,3522.0,210.01,28.0,9.0,9.090909090909092,1932.0,2024-11-23,Rostow-am-Don,mobile,analytics for data
A3215,Corse,143.0,3600.0,238.14,26.0,7.0,4.895104895104895,1891.0,2024-11-09,Rostow-am-Don,tablet,analytics for data
A3216,Corse,116.0,3026.0,209.03,24.0,9.0,7.758620689655173,1819.0,2024-11-10,Rostow-am-Don,desktop,data analitics online
A3218,Corse,115.0,4857.0,195.05,29.0,9.0,7.82608695652174,1644.0,2024-11-17,Rostow-am-Don,desktop,data anaytics training
A3219,Corse,175.0,5915.0,223.39,23.0,8.0,4.571428571428571,1595.0,2024-11-08,Rostow-am-Don,tablet,learn data analytics
A3220,Corse,100.0,3948.0,230.56,30.0,6.0,6.0,1234.0,2024-11-12,Rostow-am-Don,tablet,analytics for data
A3221,Corse,114.0,5446.0,207.62,11.0,8.0,7.017543859649122,1355.0,2024-11-12,Rostow-am-Don,mobile,data analitics online
A3222,Corse,109.0,5388.0,205.68,22.0,6.0,5.5045871559633035,1339.0,2024-11-19,Rostow-am-Don,desktop,data anaytics training
A3223,Corse,154.0,5138.0,194.15,17.0,7.0,4.545454545454546,1295.0,2024-11-17,Rostow-am-Don,mobile,data analytics course
A3224,Corse,199.0,3534.0,238.67,24.0,5.0,2.512562814070352,1776.0,2024-11-21,Rostow-am-Don,mobile,data anaytics training
A3225,Corse,98.0,4302.0,183.4,16.0,9.0,9.183673469387756,1765.0,2024-11-19,Rostow-am-Don,desktop,data analytics course
A3226,Corse,196.0,4367.0,238.44,20.0,7.0,3.571428571428571,1931.0,2024-11-27,Rostow-am-Don,desktop,data analitics online
A3227,Corse,81.0,3721.0,222.89,17.0,4.0,4.938271604938271,1690.0,2024-11-15,Rostow-am-Don,desktop,data analytics course
A3228,Corse,150.0,4351.0,203.7,26.0,8.0,5.333333333333334,1765.0,2024-11-18,Rostow-am-Don,desktop,data anaytics training
A3229,Corse,121.0,3122.0,237.57,29.0,6.0,4.958677685950414,1796.0,2024-11-07,Rostow-am-Don,mobile,learn data analytics
A3230,Corse,124.0,3924.0,188.66,24.0,6.0,4.838709677419355,1472.0,2024-11-04,Rostow-am-Don,tablet,data anaytics training
A3231,Corse,108.0,4126.0,219.33,22.0,3.0,2.7777777777777777,1275.0,2024-11-29,Rostow-am-Don,mobile,data analytics course
A3233,Corse,178.0,3708.0,192.77,20.0,10.0,5.617977528089887,1292.0,2024-11-16,Rostow-am-Don,tablet,data analitics online
A3235,Corse,147.0,3131.0,242.53,10.0,4.0,2.7210884353741496,1231.0,2024-11-18,Rostow-am-Don,desktop,data analytics course
A3236,Corse,88.0,5145.0,242.9,16.0,10.0,11.363636363636363,1963.0,2024-11-14,Rostow-am-Don,tablet,analytics for data
A3237,Corse,92.0,5241.0,223.48,23.0,9.0,9.782608695652174,1050.0,2024-11-18,Rostow-am-Don,desktop,data analitics online
A3238,Corse,148.0,4149.0,223.33,30.0,6.0,4.054054054054054,1318.0,2024-11-08,Rostow-am-Don,tablet,data analytics course
A3239,Corse,127.0,3791.0,231.06,11.0,6.0,4.724409448818897,1351.0,2024-11-03,Rostow-am-Don,desktop,online data analytic
A3240,Corse,156.0,4375.0,249.33,26.0,6.0,3.8461538461538463,1663.0,2024-11-15,Rostow-am-Don,tablet,data analytics course
A3241,Corse,176.0,3753.0,201.76,11.0,4.0,2.272727272727273,1070.0,2024-11-07,Rostow-am-Don,mobile,data anaytics training
A3242,Corse,145.0,4275.0,185.05,25.0,7.0,4.827586206896552,1574.0,2024-11-09,Rostow-am-Don,desktop,data anaytics training
A3243,Corse,136.0,4332.0,234.52,19.0,6.0,4.411764705882353,1162.0,2024-11-18,Rostow-am-Don,desktop,learn data analytics
A3244,Corse,150.0,4001.0,219.1,25.0,6.0,4.0,1365.0,2024-11-09,Rostow-am-Don,tablet,online data analytic
A3245,Corse,145.0,4436.0,190.63,13.0,10.0,6.896551724137931,1502.0,2024-11-21,Rostow-am-Don,tablet,data analytics course
A3247,Corse,183.0,5746.0,248.15,14.0,5.0,2.73224043715847,1012.0,2024-11-25,Rostow-am-Don,tablet,data analytics course
A3248,Corse,176.0,3906.0,214.0,29.0,4.0,2.272727272727273,1382.0,2024-11-25,Rostow-am-Don,tablet,online data analytic
A3251,Corse,95.0,4933.0,220.04,15.0,3.0,3.1578947368421053,1366.0,2024-11-04,Rostow-am-Don,mobile,data anaytics training
A3252,Corse,83.0,5180.0,209.62,30.0,4.0,4.819277108433735,1972.0,2024-11-13,Rostow-am-Don,desktop,analytics for data
A3253,Corse,91.0,4988.0,217.34,10.0,10.0,10.989010989010989,1508.0,2024-11-29,Rostow-am-Don,mobile,learn data analytics
A3254,Corse,107.0,5510.0,216.1,14.0,8.0,7.476635514018691,1857.0,2024-11-19,Rostow-am-Don,mobile,online data analytic
A3256,Corse,166.0,3788.0,238.56,18.0,8.0,4.819277108433735,1657.0,2024-11-06,Rostow-am-Don,mobile,learn data analytics
A3257,Corse,182.0,4575.0,233.74,24.0,10.0,5.4945054945054945,1844.0,2024-11-13,Rostow-am-Don,mobile,learn data analytics
A3258,Corse,188.0,4382.0,249.5,12.0,9.0,4.787234042553192,1746.0,2024-11-13,Rostow-am-Don,desktop,analytics for data
A3259,Corse,107.0,4605.0,230.74,17.0,7.0,6.5420560747663545,1590.0,2024-11-18,Rostow-am-Don,tablet,online data analytic
A3260,Corse,169.0,4857.0,194.79,18.0,7.0,4.142011834319527,1391.0,2024-11-22,Rostow-am-Don,mobile,data analitics online
A3261,Corse,165.0,3150.0,190.3,18.0,3.0,1.8181818181818181,1129.0,2024-11-18,Rostow-am-Don,desktop,data anaytics training
A3262,Corse,137.0,4630.0,201.14,10.0,4.0,2.9197080291970803,1680.0,2024-11-27,Rostow-am-Don,tablet,learn data analytics
A3263,Corse,135.0,3712.0,207.14,14.0,3.0,2.2222222222222223,1788.0,2024-11-21,Rostow-am-Don,tablet,data anaytics training
A3266,Corse,122.0,4556.0,243.84,26.0,4.0,3.278688524590164,1164.0,2024-11-24,Rostow-am-Don,mobile,online data analytic
A3268,Corse,145.0,5765.0,240.62,18.0,6.0,4.137931034482759,1056.0,2024-11-19,Rostow-am-Don,desktop,data anaytics training
A3269,Corse,80.0,5653.0,228.06,19.0,8.0,10.0,1795.0,2024-11-13,Rostow-am-Don,tablet,analytics for data
A3271,Corse,141.0,5612.0,224.45,19.0,5.0,3.546099290780142,1150.0,2024-11-16,Rostow-am-Don,mobile,online data analytic
A3273,Corse,196.0,5812.0,246.88,22.0,9.0,4.591836734693878,1715.0,2024-11-14,Rostow-am-Don,mobile,online data analytic
A3274,Corse,168.0,4904.0,219.0,22.0,5.0,2.976190476190476,1541.0,2024-11-15,Rostow-am-Don,tablet,online data analytic
A3276,Corse,178.0,4708.0,237.77,14.0,10.0,5.617977528089887,1449.0,2024-11-21,Rostow-am-Don,mobile,learn data analytics
A3277,Corse,93.0,3945.0,189.53,27.0,3.0,3.225806451612903,1560.0,2024-11-18,Rostow-am-Don,tablet,learn data analytics
A3278,Corse,138.0,5863.0,201.19,30.0,10.0,7.246376811594203,1898.0,2024-11-18,Rostow-am-Don,desktop,analytics for data
A3279,Corse,143.0,4470.0,214.42,14.0,8.0,5.594405594405594,1353.0,2024-11-22,Rostow-am-Don,mobile,data analytics course
A3281,Corse,147.0,4041.0,229.19,16.0,10.0,6.802721088435375,1558.0,2024-11-27,Rostow-am-Don,desktop,analytics for data
A3282,Corse,101.0,3449.0,188.39,16.0,10.0,9.900990099009901,1318.0,2024-11-08,Rostow-am-Don,desktop,online data analytic
A3283,Corse,195.0,4195.0,231.87,13.0,10.0,5.128205128205128,1834.0,2024-11-25,Rostow-am-Don,desktop,learn data analytics
A3284,Corse,142.0,5365.0,237.95,17.0,10.0,7.042253521126761,1548.0,2024-11-27,Rostow-am-Don,tablet,data analitics online
A3285,Corse,139.0,3854.0,234.73,10.0,3.0,2.158273381294964,1802.0,2024-11-18,Rostow-am-Don,tablet,learn data analytics
A3286,Corse,84.0,5597.0,244.39,22.0,10.0,11.904761904761903,1685.0,2024-11-03,Rostow-am-Don,tablet,data anaytics training
